Continent,Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Africa,Djibouti,DJI,,,,,,,,,,,0.0898,0.0898,0.0966,0.1064,0.108,0.1327,0.1693,0.2178,0.2339,0.2596,0.2759,0.235,0.2168,0.1724,0.146,0.1357,0.1376,0.1431,0.1768,0.399,0.4495,0.5609,0.4968,0.4915,0.5034,0.5258,0.541,0.5465,0.5547,0.5833,0.3526,0.3519,0.367,0.3894,0.3899,0.3774,0.3675,0.3916,0.4391,0.3921,0.4277,0.315,0.4126,0.4349,0.4129,0.3853,0.3666,0.3216,0.3329,0.3424,0.3637,0.3706,0.3465,0.3471
North America,Dominica,DMA,,,,,,,,,,,0.0005,0.0005,0.0004,0.0005,0.0005,0.0007,0.0008,0.0008,0.0008,0.0007,0.001,0.0016,0.0017,0.0018,0.002,0.002,0.0017,0.0026,0.003,0.0032,0.0064,0.0066,0.0068,0.0068,0.0093,0.0114,0.0114,0.0122,0.0127,0.0131,0.0107,0.0114,0.0104,0.0121,0.0135,0.0138,0.0154,0.0202,0.0196,0.0218,0.0259,0.0186,0.0186,0.0208,0.0238,0.026,0.0275,0.0246,0.0263,0.0306,0.0228,0.0253,0.0259,0.0276
North America,Dominican Republic,DOM,,,,,,,,,,,1.4174,1.4174,1.4948,1.5698,1.6716,1.7456,1.8101,1.8427,1.7894,1.9294,1.7883,1.5089,1.4819,1.7448,1.967,1.9655,2.1004,2.6309,2.3019,3.0974,2.3113,2.2799,2.4548,2.6589,3.1522,3.5149,3.8893,4.4629,4.8831,5.195,5.3288,5.3435,5.7333,5.2576,5.4405,5.7621,5.8636,5.9526,5.4372,5.6386,5.7405,6.0461,6.5581,5.7898,5.0468,6.1304,6.6324,6.5117,7.165,7.6422,6.8634,8.0054,7.9774,8.3823
South America,Ecuador,ECU,,,,,,,,,,,1.844,1.844,1.8287,2.0634,2.243,2.6572,2.9504,3.6015,4.1858,3.4574,3.9907,4.5772,4.729,4.8377,5.4218,5.7576,5.9415,5.7335,6.9283,6.7039,7.8258,8.0145,8.1337,8.1603,8.6764,8.2655,10.0684,10.6663,9.9784,9.047,7.9866,8.4817,8.8236,9.1504,9.4747,9.9057,10.2021,10.0032,9.9595,10.4831,12.6618,13.7021,14.1772,15.123,16.2568,16.9254,17.1022,18.1983,19.1607,19.457,15.8337,19.1629,20.4313,21.8914
North America,El Salvador,SLV,,,,,,,,,,,0.5669,0.5669,0.6363,0.671,0.6909,0.7605,0.8682,0.9475,1.0678,1.0839,0.8556,0.8056,0.8373,0.8463,0.8781,0.9575,0.9449,1.0525,1.1317,1.1857,1.2662,1.3809,1.5982,1.7466,1.8599,2.1169,2.0966,2.1339,2.2908,2.6064,2.5252,2.5407,2.4657,2.6839,2.8371,3.0572,2.9427,3.151,2.9544,3.0567,3.0128,3.1119,2.7371,2.7762,2.797,3.2954,3.4421,3.3642,3.4747,3.7418,3.1927,3.9277,4.1464,4.407
Africa,Equatorial Guinea,GNQ,,,,,,,,,,,0.0124,0.0124,0.0124,0.0124,0.0124,0.0155,0.0124,0.0124,0.0155,0.0124,0.0093,0.0124,0.0124,0.0062,0.0093,0.0031,0.0062,0.0124,0.0124,0.0124,0.0126,0.0126,0.0126,0.0158,0.0157,0.0189,0.0382,0.0925,0.0796,0.118,0.1821,0.2139,0.2939,0.3385,0.3543,0.3923,0.4335,0.4589,0.4714,0.4903,0.5091,0.5311,0.55,0.5752,0.594,0.6098,0.6255,0.5075,0.4767,0.5202,0.4327,0.441,0.5069,0.5321
Africa,Eritrea,ERI,,,,,,,,,,,0.061,0.061,0.0584,0.0653,0.0669,0.0613,0.0634,0.0683,0.0797,0.081,0.0774,0.0826,0.0767,0.0773,0.0713,0.074,0.0908,0.1253,0.1311,0.1361,0.1328,0.1336,0.1149,0.2107,0.2875,0.3291,0.3836,0.361,0.2294,0.2101,0.2039,0.2485,0.2708,0.2742,0.2555,0.1823,0.1598,0.1373,0.1213,0.1181,0.1404,0.2365,0.2075,0.1947,0.1917,0.1917,0.1981,0.1934,0.215,0.2231,0.2177,0.2251,0.2098,0.2105
Europe,Estonia,EST,,,,,,,,,,,2.3426,2.3426,2.4051,2.4625,2.5333,2.6256,2.6429,2.617,2.5863,2.5686,2.6012,2.5831,2.5689,2.488,2.4497,2.415,2.4659,2.4747,2.4527,2.4925,2.3952,2.1701,1.1289,1.2685,1.5628,1.5449,1.627,1.719,1.7782,1.6544,1.6482,1.9672,2.0713,2.0037,2.0441,2.1463,2.3003,2.4121,2.3191,2.1291,2.2441,2.2443,2.2753,2.2264,2.23,2.2955,2.3456,2.4253,2.4634,2.4346,2.2599,2.3784,2.4602,2.3551
Africa,Eswatini,SWZ,,,,,,,,,,,0.139,0.139,0.1453,0.1579,0.1642,0.1895,0.1832,0.1832,0.2252,0.2315,0.2541,0.2536,0.2568,0.2385,0.25,0.2695,0.3326,0.3611,0.3837,0.4153,0.4505,0.4568,0.44,0.4432,0.4526,0.4515,0.3013,0.4104,0.4263,0.4894,0.509,0.4394,0.4469,0.4673,0.4703,0.4988,0.5024,0.5183,0.4865,0.5619,0.5871,0.5161,0.5193,0.6732,0.6703,0.6113,0.5492,0.6334,0.6334,0.7234,0.712,0.7681,0.8269,0.8525
Africa,Ethiopia,ETH,,,,,,,,,,,0.4853,0.4853,0.4597,0.5096,0.5359,0.4638,0.4835,0.5105,0.5756,0.6233,0.5589,0.5857,0.5594,0.5681,0.5358,0.5734,0.6681,0.7424,0.7718,0.7957,0.795,0.8005,0.7261,0.8752,0.9764,1.0938,1.2118,1.2826,1.4073,1.4521,1.5923,1.9896,2.0787,2.1661,2.3409,2.1183,2.2565,2.4525,2.5352,2.6494,2.7082,2.862,3.2502,3.7997,4.2357,4.7131,5.7345,6.0731,6.7447,7.5277,6.8918,7.1509,6.6325,6.6374
Oceania,Fiji,FJI,,,,,,,,,,,0.2463,0.2463,0.2685,0.256,0.2487,0.2884,0.2612,0.2895,0.3073,0.3316,0.3374,0.3596,0.3652,0.2939,0.2647,0.2935,0.281,0.2639,0.2645,0.2918,0.4741,0.4101,0.4646,0.4945,0.5314,0.4798,0.5127,0.5235,0.4911,0.5186,0.5711,0.6113,0.4702,0.5333,0.6885,0.6437,0.7341,0.6552,0.557,0.506,0.8891,0.6567,0.6423,0.6524,0.6889,0.7145,0.6705,0.8081,0.84,0.8963,0.9329,1.0032,1.0664,1.111
Europe,Finland,FIN,,,,,,,,,,,6.0213,6.2567,6.6271,7.1629,6.9956,7.5366,7.6226,7.6763,7.7814,8.3846,8.3315,8.4376,8.6362,8.8331,9.0911,9.5007,10.0863,10.8021,10.947,11.5585,11.7163,11.4002,11.3527,11.1221,11.5646,11.3582,11.0863,11.6953,11.8552,12.165,11.7472,11.886,12.0699,12.2674,12.6039,12.627,12.8087,13.1477,12.5269,11.9612,12.4667,12.2936,11.9897,11.8315,10.7055,10.6965,11.9103,11.3062,11.5087,11.1148,10.3244,9.8709,9.661,8.9587
Europe,France,FRA,,,,,,,,,,,55.7277,60.5011,65.8897,71.6623,71.1298,73.4032,80.1068,80.8585,86.4203,86.7952,88.3947,89.9354,90.5699,91.3871,92.9875,92.7774,97.1177,100.3816,106.5003,109.1828,113.2273,116.8466,119.3553,120.4845,121.3772,122.3196,122.1243,124.6398,129.1203,129.5158,132.4783,134.2201,134.1431,132.8236,133.0621,130.7962,131.1234,130.2947,124.3195,122.9294,123.271,128.1588,127.0926,126.068,126.2163,127.4286,127.9722,128.5438,125.6484,125.3635,106.0021,118.914,123.3696,122.2146
Africa,Gabon,GAB,,,,,,,,,,,0,0,0,0.0373,0.0373,0.0435,0.0787,0.4348,0.5537,0.2592,0.2407,0.4471,0.4711,0.428,0.2404,0.3233,0.4707,0.3146,0.3428,0.4119,0.3231,0.3938,0.3687,0.3944,0.3142,0.3431,0.3461,0.3808,0.406,0.3866,0.3204,0.3609,0.3932,0.3517,0.3741,0.3676,0.3706,0.4251,0.4344,0.4059,0.6381,0.7272,0.7533,0.8485,0.8323,0.8098,0.8289,0.2038,0.2033,0.1985,0.1695,0.1768,0.2031,0.213
Asia,Georgia,GEO,,,,,,,,,,,4.8351,4.8351,4.9112,4.9819,5.0733,5.1737,5.1442,5.0578,4.9455,4.8569,4.8596,4.7871,4.7373,4.5332,4.4321,4.3369,4.3722,4.3529,4.2745,4.3326,3.7182,2.8026,2.325,1.9957,1.4747,1.0286,2.5231,1.8892,1.2458,1.1251,0.9505,1.1537,1.2114,1.239,1.203,1.5142,1.5717,2.0665,1.7442,2.1701,2.2596,2.3138,2.4527,3.0738,3.4386,3.7804,4.2913,3.87,3.7596,3.9017,3.7727,4.1656,4.3488,4.4368
Europe,Germany,DEU,,,,,,,,,,,94.1322,99.7504,103.7562,106.6795,102.277,105.9733,107.5139,113.4233,122.5916,126.2613,128.476,124.3763,124.6794,126.7565,130.4289,130.6132,136.5196,141.5678,146.5081,149.9672,158.6041,161.4766,164.0611,168.6721,166.0365,167.928,169.0547,169.8015,172.8069,177.6633,173.4704,169.5369,167.1233,164.0364,163.9894,155.6293,153.4831,148.3805,148.8937,147.0592,148.1233,149.9427,148.5133,152.367,154.573,157.5904,161.0244,163.4918,157.66,160.0386,142.452,147.2432,147.7071,139.7212
Africa,Ghana,GHA,,,,,,,,,,,1.0417,1.0417,1.0459,1.1048,1.1384,1.2271,1.2773,1.363,1.3658,1.1519,1.265,1.4839,1.3481,1.0005,0.9896,1.2669,1.3578,1.383,1.4543,1.638,1.6157,1.4997,1.7895,1.8021,1.8777,2.0456,2.232,2.3294,2.7806,3.0944,2.9306,2.9295,3.3912,3.1469,3.6474,3.6031,3.6474,3.8383,4.1558,5.0543,5.1468,5.7299,6.8431,7.2383,7.2842,7.9035,7.3037,7.0852,8.0554,8.5128,9.1607,10.0499,9.3202,9.0355
Europe,Greece,GRC,,,,,,,,,,,4.5012,4.8947,5.6827,6.2047,5.0813,5.1258,7.282,7.9655,8.5197,8.9128,9.5514,9.6558,9.85,10.7743,11.3083,11.6731,11.9156,12.2998,13.42,14.1924,15.0626,15.8769,16.2821,16.4915,16.5871,16.7123,17.1878,17.7753,19.4194,19.6001,19.0726,19.7686,20.0319,20.9821,21.3923,21.7842,22.288,22.8774,22.1979,24.798,21.9868,19.6398,16.4151,16.3059,16.3472,16.6846,17.159,16.8835,17.1689,17.5507,14.8361,15.9518,17.6215,17.5708
North America,Grenada,GRD,,,,,,,,,,,0.0008,0.0008,0.0006,0.0007,0.0008,0.0011,0.0012,0.0012,0.0012,0.0011,0.0016,0.0022,0.0023,0.0024,0.0026,0.0026,0.0033,0.0044,0.0048,0.0052,0.0154,0.016,0.0168,0.0194,0.0228,0.0206,0.0222,0.0317,0.0281,0.029,0.0212,0.021,0.0219,0.0235,0.0221,0.0242,0.0279,0.0309,0.0347,0.0379,0.0442,0.033,0.0334,0.0435,0.0399,0.0428,0.0459,0.0463,0.0468,0.0555,0.0413,0.0459,0.047,0.0501
North America,Guatemala,GTM,,,,,,,,,,,0.679,0.679,0.8207,0.9504,1.0231,1.1534,0.9796,1.2006,1.2685,1.3409,1.3527,1.2559,1.1707,1.1252,1.2233,1.2681,1.2183,1.421,1.5479,1.587,1.7066,1.7873,1.8731,2.0571,2.1862,2.7305,2.7173,2.8817,3.432,3.5985,3.862,4.5261,4.9223,4.9092,4.7771,5.146,5.3251,5.635,5.1526,5.8651,5.7865,5.6638,5.6883,5.978,6.3913,7.308,7.9371,8.1947,8.559,9.365,8.565,10.262,10.8358,11.5178
Africa,Guinea,GIN,,,,,,,,,,,0.0503,0.0503,0.0541,0.0596,0.0605,0.0743,0.0948,0.122,0.131,0.1454,0.1545,0.1616,0.1518,0.1638,0.1664,0.1438,0.2007,0.2184,0.279,0.2623,0.3907,0.3745,0.3404,0.3517,0.3551,0.3695,0.3802,0.3855,0.3962,0.4167,0.6332,0.6647,0.717,0.7674,0.8181,0.8672,0.9333,1.0022,1.033,1.1101,1.2666,1.2583,1.2321,1.1177,1.1011,1.2696,1.4499,1.4368,1.4161,1.594,1.693,1.725,1.8064,1.754
Africa,Guinea-Bissau,GNB,,,,,,,,,,,0.0054,0.0054,0.0058,0.0064,0.0065,0.008,0.0102,0.0131,0.014,0.0156,0.0166,0.0176,0.0163,0.0172,0.0234,0.0244,0.0237,0.0403,0.0588,0.0582,0.077,0.096,0.0889,0.0961,0.0958,0.101,0.099,0.104,0.1056,0.111,0.0954,0.0974,0.1034,0.1233,0.1315,0.1364,0.1454,0.1589,0.1571,0.1648,0.1637,0.1584,0.1643,0.172,0.1686,0.1805,0.1986,0.1591,0.158,0.1778,0.1889,0.1924,0.2015,0.1957
South America,Guyana,GUY,,,,,,,,,,,0.1855,0.1855,0.1696,0.2496,0.2099,0.2193,0.2252,0.2284,0.2316,0.2347,0.2378,0.2471,0.2502,0.2504,0.238,0.2348,0.2317,0.2346,0.2625,0.2598,0.2597,0.2382,0.2314,0.2346,0.4063,0.4286,0.4817,0.5193,0.5124,0.5847,0.55,0.5655,0.5467,0.5433,0.5623,0.5372,0.4992,0.5523,0.5546,0.5942,0.6061,0.6469,0.6643,0.6294,0.6882,0.6788,0.7631,0.7654,0.7837,0.8843,0.8684,1.0088,1.0311,1.0412
North America,Haiti,HTI,,,,,,,,,,,0.145,0.145,0.1577,0.1768,0.1766,0.202,0.2527,0.2652,0.2902,0.3124,0.303,0.3064,0.3002,0.2971,0.3034,0.3036,0.3194,0.3413,0.3731,0.4078,0.4269,0.3985,0.4083,0.3799,0.1138,0.5032,0.563,0.5783,0.6385,0.6612,0.7084,0.7788,0.8199,0.7943,0.7726,0.7795,0.7799,0.9489,0.9209,0.9415,1.0782,1.1031,0.9626,0.8954,1.1655,1.4026,1.4215,1.4411,1.4625,1.4691,1.4206,1.395,1.3855,1.4529
North America,Honduras,HND,,,,,,,,,,,0.453,0.453,0.4848,0.5323,0.5041,0.5236,0.5425,0.5772,0.6182,0.6532,0.6156,0.6318,0.645,0.7276,0.7626,0.7721,0.8706,0.9369,0.9914,1.0864,1.0451,1.0351,1.164,1.3186,1.5367,1.5479,1.5023,1.6491,1.8284,2.1181,2.1148,2.2542,2.2571,2.2963,2.33,2.1255,1.9891,3.1555,3.0409,2.9688,2.9719,3.0522,3.1704,3.1584,3.2878,3.8931,4.0171,3.914,3.9654,4.2155,3.5348,4.5973,4.6589,4.9575
Europe,Hungary,HUN,,,,,,,,,,,6.8718,7.1885,6.727,7.0516,7.5801,7.664,7.494,8.1603,8.8805,8.6445,8.4733,8.164,7.9756,7.5067,7.6543,7.7439,8.1381,8.4713,8.5076,8.841,8.4036,7.3526,7.1143,7.0963,6.917,7.1152,7.112,7.5344,8.4008,8.9335,8.8707,9.3405,9.9503,10.4035,10.8849,11.7947,12.5989,12.9709,12.8861,12.8076,11.6492,10.8309,10.5065,9.7939,10.9288,11.9314,11.9586,12.7272,13.5241,14.3388,12.2709,13.6,14.6829,14.251
Europe,Iceland,ISL,,,,,,,,,,,0.2875,0.3059,0.3211,0.3793,0.3456,0.3819,0.4098,0.4099,0.4591,0.496,0.4682,0.5672,0.4868,0.4809,0.5242,0.4966,0.5243,0.5764,0.5945,0.5977,0.6282,0.6373,0.6346,0.6316,0.6596,0.6094,0.6797,0.5874,0.6118,0.6244,0.6278,0.6371,0.6372,0.6403,0.6716,0.6716,0.9002,0.9663,0.9136,0.8884,0.845,0.8173,0.7992,0.8151,0.818,0.847,0.9265,0.9801,1.0192,1.0126,0.8479,0.8748,0.9504,0.897
Asia,India,IND,,,,,,,,,,,43.9234,43.9234,44.1811,42.927,46.1015,47.8191,47.2023,48.6089,50.2588,52.9688,55.2969,56.0095,47.9113,49.6755,49.8648,52.7323,53.7211,56.7711,58.9536,64.4544,64.384,66.9294,68.5466,68.5508,70.811,78.2901,83.8017,85.802,88.7755,93.3144,95.0898,94.9184,97.7374,99.526,108.0512,115.4037,120.6481,142.9764,163.2097,178.7119,192.9189,209.2899,221.5177,226.2589,235.7472,257.7479,269.3869,291.2317,305.6906,308.4561,268.6636,295.0934,323.609,339.7606
Asia,Indonesia,IDN,,,,,,,,,,,8.1012,8.1012,8.732,9.2567,10.6349,11.6483,12.3093,13.3258,14.7317,15.8402,17.8542,19.6403,20.8121,20.1321,20.4874,21.1207,22.369,24.4608,26.5095,28.8272,32.198,35.8506,37.9134,40.4883,45.353,49.2568,54.5977,60.65,59.1995,58.7832,62.6861,66.7531,67.9905,69.2743,70.8286,69.8383,66.2946,67.8144,72.0703,81.6817,89.1139,108.496,129.6247,136.1181,136.587,132.025,128.0997,135.0437,150.9892,149.4781,126.8164,135.6674,147.5568,149.5385
Asia,Iraq,IRQ,,,,,,,,,,,2.4623,2.4623,2.7672,2.942,3.4182,4.35,5.499,6.3661,7.2475,8.5599,9.8229,11.1727,13.4527,13.8402,14.9026,16.0136,16.2531,17.2648,18.2159,20.8053,21.7688,18.3521,23.2784,24.5109,24.7922,24.7276,24.1553,23.762,24.2153,24.2198,26.3711,28.8288,27.7698,21.565,24.1359,26.0455,25.8746,25.6979,24.6048,25.2713,28.0187,29.8613,33.0976,31.63,25.0628,24.0132,24.5169,27.734,32.3749,34.4342,28.6973,33.4508,37.7251,40.0312
Europe,Ireland,IRL,,,,,,,,,,,2.6234,2.832,3.017,3.3298,3.4324,3.4307,3.5194,3.9312,4.629,4.7293,4.5478,4.5605,4.3388,4.1524,4.0338,4.4607,4.4126,4.2472,4.3612,4.65,4.8856,5.0712,5.4434,5.4829,5.7014,5.852,6.8041,7.1585,8.4494,9.3307,10.3929,10.8788,11.0817,11.2799,11.9901,12.6739,13.8777,14.2112,13.3878,12.1396,11.3398,10.7599,10.5521,10.7055,11.1272,11.2774,11.9445,11.6747,11.8423,11.8293,9.9565,10.6207,11.2571,11.1129
Asia,Israel,ISR,,,,,,,,,,,3.1577,3.1577,3.1501,3.4368,3.4761,3.566,3.5924,3.6425,4.0388,4.117,4.1444,4.0859,4.4549,4.7063,4.5299,4.9485,5.2905,5.7293,5.9493,6.0823,8.034,8.2971,9.0691,9.5432,10.2596,11.2658,11.8886,12.6579,11.7887,12.5376,13.3651,13.276,13.8155,14.2938,14.1648,13.4658,13.7693,14.5042,15.9824,15.7018,16.4481,15.6682,17.1502,15.8908,16.0328,16.9281,17.489,17.9643,18.0406,18.1326,16.2971,17.345,18.6766,18.4151
Europe,Italy,ITA,,,,,,,,,,,46.2192,48.1678,51.4365,55.2293,51.8255,54.975,57.4232,61.0416,64.1481,70.3141,71.2135,71.295,73.7608,74.0276,76.922,79.713,82.7223,87.9184,90.8149,94.1783,96.0715,97.9337,102.9622,104.8523,104.6119,106.8864,108.6568,110.2523,113.424,116.2639,116.3621,118.4897,120.7485,121.8089,124.0354,122.958,124.2572,124.7349,117.9282,111.841,109.1873,109.1507,102.511,100.7233,105.3928,103.0085,101.7113,97.6111,100.2026,100.9187,80.6748,98.2405,104.0128,102.7268
North America,Jamaica,JAM,,,,,,,,,,,1.2905,1.2905,1.064,1.0115,0.8705,0.9362,0.9421,0.8793,0.8544,0.8077,0.7267,0.7575,0.8328,0.9128,0.8249,0.819,0.8438,0.8873,0.9473,0.9878,1.0843,1.0283,1.073,1.1611,1.1673,1.3974,1.6063,1.6967,1.8444,1.9297,1.9349,1.8826,2.0721,2.0674,2.1185,2.2126,2.1502,2.0693,2.0412,1.9975,1.8563,1.8412,1.5089,1.6054,1.6884,1.6465,1.8005,1.9517,2.2505,2.4614,1.6827,2.3095,2.2955,2.4109
Asia,Japan,JPN,,,,,,,,,,,94.535,102.2835,107.5207,118.0919,120.0637,125.4616,132.0123,138.3276,147.9378,155.5621,157.4687,153.9969,148.5333,152.6538,157.4285,159.3112,164.8701,170.9024,179.9745,192.8064,211.9623,222.3299,227.0188,232.1185,244.2424,252.4513,258.2726,260.4715,259.6623,261.9993,261.5439,263.622,259.1155,256.8402,256.7932,254.0178,250.1338,242.9094,233.8099,227.6361,228.6503,223.0273,220.6993,218.0274,211.9674,211.3432,208.9082,207.0502,204.5087,200.359,181.2296,183.2351,186.5865,179.633
Asia,Jordan,JOR,,,,,,,,,,,0.5202,0.5202,0.6306,0.7134,0.8239,1.0172,1.2131,1.2704,1.5664,1.6289,1.6634,1.6597,2.206,2.3583,2.2863,2.392,2.8825,2.9022,2.9594,2.9719,2.7291,2.5297,2.6697,2.7501,2.7504,3.0049,3.0641,3.2102,3.2516,3.3246,3.5949,3.7069,3.7678,3.8322,4.4042,4.854,4.768,5.0915,4.6309,5.1533,5.2167,5.3319,6.8698,7.114,7.0454,7.8293,8.2974,9.1197,9.0094,8.4763,7.1253,7.9317,7.8684,7.8704
Asia,Kazakhstan,KAZ,,,,,,,,,,,6.7245,6.7245,7.2188,7.6637,8.1866,9.0113,9.4328,9.5587,9.771,10.0315,10.4818,10.666,10.7649,10.7897,10.8353,10.8878,11.4392,11.6898,11.8347,12.0882,14.4209,18.0891,15.8278,13.188,9.0492,9.1589,8.2141,7.0418,7.9293,5.8236,9.3792,8.1969,9.1265,8.6536,9.2317,9.5543,10.5348,12.0992,13.7838,12.4388,13.1541,13.465,14.587,13.7347,14.4129,15.3532,15.9492,15.3728,17.4721,16.3445,20.6928,22.6479,22.2068,23.5608
Africa,Kenya,KEN,,,,,,,,,,,1.5439,1.5439,1.5462,1.6591,1.6388,1.5076,1.5966,1.8047,1.7988,1.6367,1.9177,1.8214,1.7859,1.8256,2.1748,2.3352,2.6053,2.5518,2.4927,2.6445,2.6926,2.7584,2.5578,2.3808,2.317,2.5637,2.6871,2.6653,2.7294,2.6853,2.7131,2.6703,2.7927,2.5012,2.7613,2.8884,3.2356,3.2704,3.3585,4.1653,4.9501,4.6137,4.8999,5.8174,6.4845,7.9867,8.7772,8.5903,9.6699,10.7315,10.3995,10.8216,10.5947,10.6148
Oceania,Kiribati,KIR,,,,,,,,,,,0.0069,0.0069,0.0076,0.0072,0.007,0.0081,0.0074,0.0082,0.0087,0.0093,0.0095,0.0099,0.0101,0.01,0.0049,0.0053,0.0044,0.0059,0.006,0.0056,0.0085,0.0089,0.0096,0.0096,0.0101,0.0083,0.0087,0.0088,0.0085,0.0083,0.0136,0.012,0.0167,0.0166,0.0165,0.0239,0.0271,0.0244,0.0313,0.029,0.0334,0.0319,0.0313,0.0301,0.0281,0.0289,0.0303,0.0377,0.0379,0.0402,0.0418,0.045,0.0478,0.0498
